Date,Open,High,Low,Close,Adj Close,Volume
2023-11-06,0.931780,0.932540,0.929627,0.931780,0.931780,0
2023-11-07,0.932700,0.937670,0.932700,0.932700,0.932700,0
2023-11-08,0.934920,0.938030,0.933180,0.934920,0.934920,0
2023-11-09,0.933670,0.936200,0.932140,0.933670,0.933670,0
2023-11-10,0.937420,0.938290,0.935230,0.937420,0.937420,0
